1001582,Santa Helena de Goias,-17.81361,-50.59694,BR,34254,566
1001583,Santa Gertrudes,-22.45667,-47.53028,BR,18490,592
1001584,Santa Fe do Sul,-20.21111,-50.92583,BR,25802,402
1001585,Santa Cruz do Sul,-29.7175,-52.42583,BR,106113,69
1001586,Santa Cruz do Rio Pardo,-22.89889,-49.6325,BR,37336,472
1001587,Santa Cruz das Palmeiras,-21.82694,-47.24861,BR,25800,655
1001588,Santa Cruz Cabralia,-16.27806,-39.02472,BR,19545,43
1001589,Santa Cecilia,-26.96083,-50.42694,BR,15092,1097
1001590,Santa Barbara d'Oeste,-22.75361,-47.41361,BR,188000,565
1001591,Salvador,-12.97111,-38.51083,BR,2711840,10
1001592,Salto de Pirapora,-23.64889,-47.57333,BR,32227,639
1001593,Salto,-23.20083,-47.28694,BR,98387,562
1001594,Salinas,-16.17028,-42.29028,BR,25746,472
1001595,Sacramento,-19.86528,-47.44,BR,16982,841
1001596,Ruy Barbosa,-12.28389,-40.49389,BR,21093,344
1001597,Rubiataba,-15.16444,-49.80333,BR,16128,638
1001598,Rosario do Sul,-30.25833,-54.91417,BR,36721,123
1001599,Rondonopolis,-16.47083,-54.63556,BR,152912,230
1001600,Rolante,-29.65056,-50.57583,BR,15594,47
1001601,Rolandia,-23.30972,-51.36917,BR,51004,736
1001602,Rio Verde de Mato Grosso,-18.91806,-54.84417,BR,16613,335
1001603,Rio Real,-11.48472,-37.93278,BR,24005,170
1001604,Rio Pardo,-29.98972,-52.37806,BR,26998,36
1001605,Rio Negro,-26.10583,-49.7975,BR,23006,795
1001606,Rio Negrinho,-26.25444,-49.51833,BR,41914,793
1001607,Rio Grande da Serra,-23.74417,-46.39833,BR,38161,777
1001608,Rio Grande,-32.035,-52.09861,BR,187838,7
1001609,Rio do Sul,-27.21417,-49.64306,BR,51944,346
1001610,Rio de Janeiro,-22.90278,-43.2075,BR,6023699,5
1001611,Rio das Pedras,-22.84333,-47.60611,BR,23722,625
1001612,Rio das Ostras,-22.52694,-41.945,BR,100000,11
1001613,Rio Claro,-22.41139,-47.56139,BR,180147,617
1001614,Rio Brilhante,-21.80194,-54.54639,BR,18837,319
1001615,Rio Branco do Sul,-25.19,-49.31417,BR,26441,901
1001616,Rio Bonito,-22.70861,-42.60972,BR,35997,67
1001617,Ribeirao Preto,-21.1775,-47.81028,BR,619746,554
1001618,Ribeirao Pires,-23.71056,-46.41333,BR,111888,760
1001619,Ribeirao das Neves,-19.76694,-44.08667,BR,406802,804
1001620,Ribeirao da Ilha,-27.69934,-48.53219,BR,21000,9
1001621,Ribeira do Pombal,-10.83444,-38.53583,BR,28235,221
1001622,Riachao do Jacuipe,-11.80694,-39.38556,BR,16911,217
1001623,Resplendor,-19.32556,-41.25528,BR,15131,99
1001624,Resende,-22.46889,-44.44667,BR,111514,408
1001625,Registro,-24.4875,-47.84361,BR,45697,17
1001626,Regente Feijo,-22.22139,-51.30278,BR,17218,511
1001627,Rancharia,-22.22917,-50.89306,BR,25530,521
1001628,Quirinopolis,-18.44833,-50.45167,BR,32104,531
1001629,Queimados,-22.71611,-43.55528,BR,135741,37
1001630,Quatro Barras,-25.36556,-49.07694,BR,17526,932
1001631,Quarai,-30.3875,-56.45139,BR,23229,115
1001632,Prudentopolis,-25.21306,-50.97778,BR,19611,765
1001633,Propria,-10.21111,-36.84028,BR,23786,16
1001634,Promissao,-21.53667,-49.85806,BR,27031,428
1001635,Presidente Venceslau,-21.87611,-51.84389,BR,34026,428
1001636,Presidente Prudente,-22.12556,-51.38889,BR,209502,462
1001637,Presidente Epitacio,-21.76333,-52.11556,BR,38742,305
1001638,Prata,-19.30722,-48.92417,BR,19896,642
1001639,Praia Grande,-24.00583,-46.40278,BR,250027,11
1001640,Prado,-17.34111,-39.22083,BR,15464,11
1001641,Pouso Alegre,-22.23,-45.93639,BR,115201,838
1001642,Posse,-14.09306,-46.36944,BR,20003,815
1001643,Porto Uniao,-26.23806,-51.07833,BR,28907,783
1001644,Porto Seguro,-16.44972,-39.06472,BR,123173,4
1001645,Porto Ferreira,-21.85389,-47.47917,BR,49127,564
1001646,Porto Feliz,-23.21472,-47.52389,BR,41015,541
1001647,Porto Alegre,-30.03306,-51.23,BR,1372741,46
1001648,Portao,-29.70167,-51.24194,BR,21051,49
1001649,Porangatu,-13.44083,-49.14861,BR,32758,407
1001650,Pontes e Lacerda,-15.22611,-59.33528,BR,29381,247
1001651,Ponte Nova,-20.41639,-42.90861,BR,48187,438
1001652,Ponta Pora,-22.53611,-55.72556,BR,55763,659
1001653,Pontal,-21.0225,-48.03722,BR,32566,531
1001654,Ponta Grossa,-25.095,-50.16194,BR,292177,954
1001655,Pompeu,-19.22444,-44.93528,BR,25277,852
1001656,Pompeia,-22.10861,-50.17167,BR,18015,601
1001657,Pomerode,-26.74056,-49.17694,BR,21898,64
1001658,Pocos de Caldas,-21.78778,-46.56139,BR,146588,1222
1001659,Pocone,-16.25667,-56.62278,BR,21484,150
1001660,Pocoes,-14.52972,-40.36528,BR,35254,764
1001661,Poa,-23.52806,-46.34472,BR,107432,764
1001662,Planaltina,-15.45278,-47.61417,BR,88853,1038
1001663,Piuma,-20.83778,-40.72194,BR,17634,2
1001664,Piui,-20.46528,-45.95806,BR,27327,791
1001665,Pitangui,-19.68278,-44.89028,BR,18858,704
1001666,Pitangueiras,-21.00944,-48.22167,BR,28540,509
1001667,Pitanga,-24.75722,-51.76139,BR,18652,889
1001668,Piritiba,-11.73028,-40.55528,BR,16230,542
1001669,Pires do Rio,-17.29972,-48.27944,BR,24822,770
1001670,Piraquara,-25.44227,-49.06795,BR,41161,910
1001671,Pirapozinho,-22.27528,-51.5,BR,21709,491
1001672,Pirapora,-17.345,-44.94194,BR,51656,502
1001673,Pirajui,-21.99861,-49.45722,BR,17503,499
1001674,Piraju,-23.19361,-49.38389,BR,25270,561
1001675,Pirai do Sul,-24.52611,-49.94861,BR,16409,1000
1001676,Pirai,-22.62917,-43.89806,BR,19105,381
1001677,Pirassununga,-21.99611,-47.42583,BR,60413,631
1001678,Piracicaba,-22.72528,-47.64917,BR,342209,530
1001679,Piracanjuba,-17.30278,-49.01667,BR,16736,737
1001680,Piracaia,-23.05389,-46.35806,BR,26075,822
1001681,Pinheiral,-22.51278,-44.00056,BR,19469,375
1001682,Pinhao,-25.69556,-51.65972,BR,15141,1048
1001683,Espirito Santo do Pinhal,-22.11583,-46.68278,BR,37448,849
1001684,Pindobacu,-10.74167,-40.36083,BR,17229,435
1001685,Pindamonhangaba,-22.92389,-45.46167,BR,132218,562
1001686,Pilar do Sul,-23.81306,-47.71639,BR,19107,697
1001687,Piedade,-23.71194,-47.42778,BR,27912,795
1001688,Petropolis,-22.505,-43.17861,BR,272691,819
1001689,Peruibe,-24.32,-46.99833,BR,63030,11
1001690,Pereira Barreto,-20.63833,-51.10917,BR,22537,361
1001691,Perdoes,-21.09083,-45.09139,BR,17821,842
1001692,Penha,-26.76944,-48.64583,BR,20096,24
1001693,Penedo,-10.29028,-36.58639,BR,42097,12
1001694,Penapolis,-21.41972,-50.0775,BR,54477,414
1001695,Pelotas,-31.77194,-52.3425,BR,320674,14
1001696,Pedro Leopoldo,-19.61806,-44.04306,BR,49261,714
1001697,Pedreira,-22.74194,-46.90139,BR,39198,601
1001698,Pedra Azul,-16.00528,-41.29722,BR,20899,678
1001699,Pederneiras,-22.35167,-48.775,BR,38020,479
1001700,Paulinia,-22.76111,-47.15417,BR,65595,588
1001701,Patrocinio,-18.94389,-46.9925,BR,71963,965
1001702,Patos de Minas,-18.57889,-46.51806,BR,126234,842
1001703,Pato Branco,-26.22861,-52.67056,BR,65754,769
1001704,Paty do Alferes,-22.42861,-43.41861,BR,20659,599
1001705,Passos,-20.71889,-46.60972,BR,98752,751
1001706,Passo Fundo,-28.26278,-52.40667,BR,179529,689
1001707,Parobe,-29.62861,-50.83472,BR,48559,55
1001708,Paraty,-23.21778,-44.71306,BR,15118,8
1001709,Paranavai,-23.07306,-52.46528,BR,72848,456
1001710,Paranapanema,-23.3863,-48.72441,BR,16215,610
1001711,Paranaiba,-19.67722,-51.19083,BR,32217,383
1001712,Paranagua,-25.51626,-48.52537,BR,141013,12
1001713,Paraiba do Sul,-22.15847,-43.29321,BR,35517,323
1001714,Paraguacu Paulista,-22.41278,-50.57583,BR,39120,510
1001715,Paraguacu,-21.54722,-45.7375,BR,15741,825
1001716,Para de Minas,-19.86028,-44.60833,BR,75786,792
1001717,Paracatu,-17.22222,-46.87472,BR,70753,693
1001718,Paracambi,-22.60829,-43.7084,BR,36098,51
1001719,Panambi,-28.2925,-53.50167,BR,30407,421
1001720,Palotina,-24.28389,-53.84,BR,23059,339
1001721,Palmital,-22.78889,-50.2175,BR,18539,510
1001722,Palmeira das Missoes,-27.89944,-53.31361,BR,30954,623
1001723,Palmeira,-25.42944,-50.00639,BR,18630,913
1001724,Palmas,-26.48417,-51.99056,BR,39150,1075
1001725,Palhoca,-27.64528,-48.66778,BR,122423,5
1001726,Paicandu,-23.4575,-52.04861,BR,34365,486
1001727,Padre Bernardo,-15.16595,-48.28281,BR,16118,642
1001728,Ouro Preto,-20.39484,-43.50517,BR,63678,1201
1001729,Ouro Branco,-20.52334,-43.69486,BR,26687,1039
1001730,Ourinhos,-22.97889,-49.87056,BR,97799,488
1001731,Osvaldo Cruz,-21.79667,-50.87861,BR,25746,465
1001732,Osorio,-29.88667,-50.26972,BR,34628,18
1001733,Osasco,-23.5325,-46.79167,BR,677856,750
1001734,Orleans,-28.35889,-49.29139,BR,16422,131
1001735,Orlandia,-20.72028,-47.88667,BR,44766,700
1001736,Oliveira,-20.69639,-44.82722,BR,34710,985
1001737,Olimpia,-20.73722,-48.91472,BR,45199,520
1001738,Novo Horizonte,-21.46806,-49.22083,BR,30158,453
1001739,Novo Hamburgo,-29.67833,-51.13056,BR,253841,56
1001740,Nova Vicosa,-17.89194,-39.37194,BR,55980,8
1001741,Nova Venecia,-18.71056,-40.40056,BR,28362,80
1001742,Nova Prata,-28.78389,-51.61,BR,17943,658
1001743,Nova Petropolis,-29.37639,-51.11444,BR,16049,589
1001744,Nova Olimpia,-14.79722,-57.28806,BR,19274,183
1001745,Nova Odessa,-22.7775,-47.29583,BR,49432,569
1001746,Nova Lima,-19.98556,-43.84667,BR,88399,744
1001747,Nova Iguacu,-22.75917,-43.45111,BR,1002118,36
1001748,Nova Granada,-20.53389,-49.31417,BR,15715,520
1001749,Nova Friburgo,-22.28194,-42.53111,BR,153361,858
1001750,Nova Era,-19.75,-43.0375,BR,15595,632
1001751,Nossa Senhora do Socorro,-10.855,-37.12611,BR,163993,39
1001752,Nossa Senhora da Gloria,-10.21833,-37.42028,BR,18612,297
1001753,Niteroi,-22.88333,-43.10361,BR,456456,44
1001754,Niquelandia,-14.47389,-48.45972,BR,27541,580
1001755,Nilopolis,-22.8075,-43.41389,BR,147281,27
1001756,Neropolis,-16.40639,-49.21861,BR,21870,822
1001757,Nepomuceno,-21.23342,-45.23488,BR,18911,849
1001758,Nazare,-13.035,-39.01444,BR,25604,12
1001759,Navirai,-23.065,-54.19056,BR,36452,366
1001760,Navegantes,-26.89889,-48.65417,BR,47781,7
1001761,Nanuque,-17.83917,-40.35389,BR,37824,108
1001762,Muzambinho,-21.37583,-46.52556,BR,16253,1044
1001763,Muritiba,-12.91667,-39.25,BR,22388,219
1001764,Muriae,-21.13056,-42.36639,BR,91173,212
1001765,Mucuri,-18.08639,-39.55083,BR,26775,7
1001766,Morro do Chapeu,-11.54852,-41.15804,BR,21670,1019
1001767,Morro Agudo,-20.73139,-48.05778,BR,25265,554
1001768,Morrinhos,-17.73111,-49.09944,BR,34143,751
1001769,Montes Claros,-16.735,-43.86167,BR,332379,686
1001770,Monte Santo de Minas,-21.18972,-46.98028,BR,16617,893
1001771,Montenegro,-29.68861,-51.46111,BR,54057,21
1001772,Monte Mor,-22.94667,-47.31583,BR,40290,561
1001773,Monte Carmelo,-18.72472,-47.49861,BR,44041,871
1001774,Monte Azul Paulista,-20.90722,-48.64139,BR,18117,615
1001775,Monte Aprazivel,-20.7725,-49.71417,BR,16308,480
1001776,Monte Alto,-21.26111,-48.49639,BR,41893,723
1001777,Mongagua,-24.09306,-46.62083,BR,45930,8
1001778,Mogi Mirim,-22.43194,-46.95778,BR,78244,631
1001779,Mogi Guacu,-22.3677,-46.94552,BR,128865,612
1001780,Mogi das Cruzes,-23.52278,-46.18833,BR,325746,759
1001781,Mococa,-21.46778,-47.00472,BR,59654,617
1001782,Mirandopolis,-21.13361,-51.10167,BR,23378,438
1001783,Miracema,-21.41222,-42.19667,BR,26684,142
1001784,Mineiros,-17.56944,-52.55111,BR,38951,766
1001785,Miguel Pereira,-22.45389,-43.46889,BR,23850,615
1001786,Miguelopolis,-20.17944,-48.03194,BR,18262,515
1001787,Mendes,-22.52667,-43.73278,BR,17308,419
1001788,Medianeira,-25.29528,-54.09389,BR,34069,417
1001789,Medeiros Neto,-17.37389,-40.22056,BR,15254,150
1001790,Maua,-23.66778,-46.46139,BR,386069,773
1001791,Matozinhos,-19.55778,-44.08139,BR,30843,814
1001792,Mateus Leme,-19.98639,-44.42778,BR,24890,790
1001793,Matao,-21.60333,-48.36583,BR,72468,574
1001794,Mata de Sao Joao,-12.53028,-38.29917,BR,26679,35
1001795,Mascote,-15.56306,-39.3025,BR,18863,56
1001796,Martinopolis,-22.14583,-51.17083,BR,18488,501
1001797,Maringa,-23.42528,-51.93861,BR,311724,556
1001798,Marilia,-22.21389,-49.94583,BR,212218,655
1001799,Marica,-22.91944,-42.81861,BR,79551,10
1001800,Mariana,-20.37778,-43.41611,BR,45236,707
1001801,Marialva,-23.485,-51.79167,BR,26000,664
1001802,Marechal Candido Rondon,-24.55611,-54.05667,BR,43028,425
1001803,Marau,-28.44917,-52.2,BR,26860,553
1001804,Marataizes,-21.04333,-40.82444,BR,25397,7
1001805,Maragogipe,-12.77778,-38.91944,BR,20921,13
1001806,Maracas,-13.44111,-40.43083,BR,22049,963
1001807,Maracaju,-21.61444,-55.16833,BR,22690,381
1001808,Manhumirim,-20.35778,-41.95806,BR,15544,603
1001809,Manhuacu,-20.25806,-42.03361,BR,54607,641
1001810,Mangaratiba,-22.95972,-44.04056,BR,27022,21
1001811,Mandaguari,-23.5475,-51.67083,BR,38238,768
1001812,Mairipora,-23.31861,-46.58667,BR,54415,752
1001813,Mairinque,-23.54583,-47.18333,BR,44456,850
1001814,Mafra,-26.11139,-49.80528,BR,40081,806
1001815,Machado,-21.67472,-45.91972,BR,33002,815
1001816,Macatuba,-22.50222,-48.71139,BR,16179,532
1001817,Macae,-22.38484,-41.78324,BR,143029,1
1001818,Luziania,-16.2525,-47.95028,BR,143601,932
1001819,Lucas,-16.33333,-55.93333,BR,27665,134
1001820,Louveira,-23.08639,-46.95056,BR,31093,702
1001821,Lorena,-22.73083,-45.12472,BR,76506,529
1001822,Londrina,-23.31028,-51.16278,BR,471832,605
1001823,Loanda,-22.92306,-53.13722,BR,18233,464
1001824,Livramento do Brumado,-13.65145,-41.84564,BR,19914,465
1001825,Lins,-21.67861,-49.7425,BR,69451,411
1001826,Linhares,-19.39111,-40.07222,BR,105075,36
1001827,Limeira,-22.56472,-47.40167,BR,289665,582
1001828,Leopoldina,-21.53194,-42.64306,BR,46742,250
1001829,Lencois Paulista,-22.59861,-48.80028,BR,57375,562
1001830,Leme,-22.18556,-47.39028,BR,81209,630
1001831,Lavras,-21.24528,-44.99972,BR,81472,924
1001832,Laranjeiras do Sul,-25.40778,-52.41611,BR,18424,846
1001833,Laranjeiras,-10.80639,-37.17,BR,23251,49
1001834,Laranjal Paulista,-23.04972,-47.83667,BR,21264,542
1001835,Lapa,-25.76972,-49.71583,BR,25621,929
1001836,Lajinha,-20.15139,-41.62278,BR,15729,491
1001837,Lages,-27.81611,-50.32611,BR,164676,917
1001838,Lajeado,-29.46694,-51.96139,BR,65407,28
1001839,Laguna,-28.4825,-48.78083,BR,39711,7
1001840,Lagoa Vermelha,-28.20861,-51.52583,BR,24445,793
1001841,Lagoa Santa,-19.63006,-43.9009,BR,38486,791
1001842,Lagoa da Prata,-20.0225,-45.54361,BR,43118,662
1001843,Lagarto,-10.91722,-37.65,BR,45445,138
1001844,Ladario,-19.00472,-57.60167,BR,15790,126
1001845,Jundiai,-23.18639,-46.88417,BR,321589,753
1001846,Julio de Castilhos,-29.22694,-53.68167,BR,20388,518
1001847,Juiz de Fora,-21.76417,-43.35028,BR,470193,707
1001848,Juatuba,-19.95194,-44.34278,BR,24537,720
1001849,Jose Bonifacio,-21.05278,-49.68833,BR,27828,437
1001850,Joinville,-26.30444,-48.84556,BR,461304,9
1001851,Joao Pinheiro,-17.7425,-46.1725,BR,28080,775
1001852,Joao Monlevade,-19.81,-43.17361,BR,72762,742
1001853,Joacaba,-27.17806,-51.50472,BR,23516,551
1001854,Jeremoabo,-10.075,-38.48083,BR,16642,334
1001855,Jequitinhonha,-16.43389,-41.00333,BR,15463,239
1001856,Jequie,-13.85875,-40.08512,BR,127475,223
1001857,Jau,-22.29639,-48.55778,BR,119206,528
1001858,Jatai,-17.87939,-51.72166,BR,76547,741
1001859,Jarinu,-23.10139,-46.72833,BR,17899,793
1001860,Jardinopolis,-21.01778,-47.76389,BR,34718,600
1001861,Jardim,-21.48028,-56.13806,BR,23780,256
1001862,Jaragua do Sul,-26.48611,-49.06667,BR,130130,27
1001863,Jaragua,-15.75694,-49.33444,BR,30409,655
1001864,Japeri,-22.64306,-43.65333,BR,95101,32
1001865,Januaria,-15.48866,-44.35988,BR,34811,459
1001866,Jandira,-23.5275,-46.9025,BR,113605,733
1001867,Jandaia do Sul,-23.60306,-51.64333,BR,17507,814
1001868,Janauba,-15.8025,-43.30889,BR,56572,539
1001869,Jales,-20.26889,-50.54583,BR,43831,507
1001870,Jaguariuna,-22.70556,-46.98583,BR,31717,593
1001871,Jaguariaiva,-24.24423,-49.70932,BR,30626,875
1001872,Jaguarari,-10.26389,-40.19583,BR,22612,660
1001873,Jaguarao,-32.56611,-53.37583,BR,29613,19
1001874,Jaguaquara,-13.53056,-39.97083,BR,41498,675
1001875,Jacutinga,-22.28556,-46.61222,BR,18469,842
1001876,Jacobina,-11.18143,-40.51372,BR,47637,476
1001877,Jaciara,-15.96528,-54.96833,BR,22737,362
1001878,Jacarezinho,-23.16056,-49.96944,BR,35090,448
1001879,Jacarei,-23.30528,-45.96583,BR,213110,574
1001880,Jaboticabal,-21.25472,-48.32222,BR,69394,606
1001881,Ivoti,-29.59111,-51.16056,BR,18171,125
1001882,Ituverava,-20.33944,-47.78056,BR,36997,607
1001883,Iturama,-19.72806,-50.19556,BR,29805,469
1001884,Itupeva,-23.15306,-47.05778,BR,20605,676
1001885,Itumbiara,-18.41917,-49.21528,BR,79582,450
1001886,Ituiutaba,-18.97428,-49.46212,BR,85345,571
1001887,Itubera,-13.73538,-39.14785,BR,19887,63
1001888,Itu,-23.26417,-47.29917,BR,137586,594
1001889,Itororo,-15.11694,-40.07028,BR,17324,253
1001890,Itauna,-20.07528,-44.57639,BR,77400,848
1001891,Itatinga,-23.10167,-48.61583,BR,15696,840
1001892,Itatiba,-23.00583,-46.83889,BR,67934,782
1001893,Itarare,-24.1125,-49.33167,BR,44809,751
1001894,Itaqui,-29.12528,-56.55306,BR,34631,61
1001895,Itaquaquecetuba,-23.48611,-46.34833,BR,336679,748
1001896,Itapuranga,-15.56222,-49.94861,BR,19709,652
1001897,Itapolis,-21.59556,-48.81278,BR,34552,495
1001898,Itapira,-22.43611,-46.82167,BR,61607,649
1001899,Itapevi,-23.54889,-46.93417,BR,201748,772
1001900,Itapeva,-23.98222,-48.87556,BR,62957,688
1001901,Itapetininga,-23.59167,-48.05306,BR,126243,670
1001902,Itapetinga,-15.24889,-40.24778,BR,59721,282
1001903,Itaperuna,-21.205,-41.88778,BR,84435,123
1001904,Itaperucu,-25.22,-49.34778,BR,26546,978
1001905,Itapemirim,-21.01111,-40.83389,BR,17536,9
1001906,Itapema,-27.09028,-48.61139,BR,36761,4
1001907,Itapecerica da Serra,-23.71694,-46.84917,BR,151605,901
1001908,Itapecerica,-20.4725,-45.12556,BR,16684,833
1001909,Itaparica,-12.88833,-38.67861,BR,20100,20
1001910,Itapaci,-14.95083,-49.54944,BR,16117,555
1001911,Itaocara,-21.66917,-42.07611,BR,16762,99
1001912,Itanhaem,-24.18306,-46.78889,BR,90385,12
1001913,Itambe,-15.245,-40.62444,BR,23558,357
1001914,Itamarandiba,-17.85722,-42.85889,BR,18063,907
1001915,Itamaraju,-17.03917,-39.53111,BR,47628,89
1001916,Itajuipe,-14.67806,-39.375,BR,15516,94
1001917,Itajuba,-22.42556,-45.45278,BR,81870,858
1001918,Itajai,-26.90778,-48.66194,BR,155716,6
1001919,Itai,-23.41778,-49.09056,BR,22304,616
1001920,Itaguai,-22.85222,-43.77528,BR,100752,31
1001921,Itabuna,-14.78556,-39.28028,BR,205660,69
1001922,Itaborai,-22.74444,-42.85944,BR,182498,47
1001923,Itabirito,-20.25333,-43.80139,BR,39452,852
1001924,Itabira,-19.61917,-43.22694,BR,99496,794
1001925,Itaberai,-16.02028,-49.81028,BR,22129,705
1001926,Itaberaba,-12.5275,-40.30694,BR,47301,274
1001927,Itabaianinha,-11.27389,-37.79,BR,17149,223
1001928,Itabaiana,-10.685,-37.42528,BR,63888,190
1001929,Irece,-11.30417,-41.85583,BR,63626,730
1001930,Irati,-25.46722,-50.65111,BR,45830,848
1001931,Iracemapolis,-22.58056,-47.51861,BR,16795,604
1001932,Ipora,-16.44194,-51.11778,BR,28254,594
1001933,Ipira,-12.15833,-39.73722,BR,27217,331
1001934,Ipiau,-14.13449,-39.73948,BR,38762,140
1001935,Ipero,-23.35028,-47.68861,BR,17160,571
1001936,Ipatinga,-19.46833,-42.53667,BR,228746,229
1001937,Ipameri,-17.72194,-48.15972,BR,18607,773
1001938,Ipaba,-19.41361,-42.41944,BR,15970,236
1001939,Inhumas,-16.35778,-49.49611,BR,44058,763
1001940,Indaiatuba,-23.08842,-47.2119,BR,179911,630
1001941,Indaial,-26.89778,-49.23167,BR,44359,66
1001942,Imbituva,-25.23,-50.60444,BR,19671,893
1001943,Imbituba,-28.24,-48.67028,BR,43450,22
1001944,Ilheus,-14.79364,-39.03949,BR,155499,26
1001945,Ilha Solteira,-20.43278,-51.3425,BR,24997,372
1001946,Ilhabela,-23.77806,-45.35806,BR,32892,7
1001947,Ijui,-28.38778,-53.91472,BR,71202,329
1001948,Iguape,-24.70806,-47.55528,BR,23784,8
1001949,Igrejinha,-29.57444,-50.79028,BR,28679,36
1001950,Igarape,-20.07028,-44.30167,BR,21427,812
1001951,Igarapava,-20.03833,-47.74694,BR,29057,572
1001952,Igaracu do Tiete,-22.50917,-48.55778,BR,22758,496
1001953,Icara,-28.71333,-49.3,BR,51454,43
1001954,Ibotirama,-12.18528,-43.22056,BR,17354,426
1001955,Ibiuna,-23.65639,-47.2225,BR,22860,868
1001956,Ibitinga,-21.75778,-48.82889,BR,49074,500
1001957,Ibirite,-20.02194,-44.05889,BR,141374,883
1001958,Ibirataia,-14.06694,-39.64056,BR,19942,151
1001959,Ibirama,-27.05694,-49.51778,BR,18357,156
1001960,Ibipora,-23.26917,-51.04806,BR,44790,500
1001961,Ibicarai,-14.865,-39.5875,BR,19574,163
1001962,Ibia,-19.47833,-46.53889,BR,18428,894
1001963,Ibate,-21.95472,-47.99667,BR,29550,849
1001964,Ibaiti,-23.84861,-50.18778,BR,25796,842
1001965,Iacu,-12.76722,-40.21167,BR,22664,240
1001966,Hortolandia,-22.85833,-47.22,BR,203533,584
1001967,Herval,-32.02361,-53.39556,BR,18063,283
1001968,Gurupi,-11.72917,-49.06861,BR,64789,299
1001969,Guaxupe,-21.30528,-46.71278,BR,47889,858
1001970,Guarulhos,-23.46278,-46.53333,BR,1169577,774
1001971,Guaruja,-23.99306,-46.25639,BR,310424,13
1001972,Guariba,-21.36,-48.22833,BR,30464,619
1001973,Guaratuba,-25.88278,-48.57472,BR,18906,6
1001974,Guaratingueta,-22.81639,-45.1925,BR,105880,545
1001975,Guararema,-23.415,-46.035,BR,23572,583
1001976,Guararapes,-21.26083,-50.64278,BR,27557,413
1001977,Guarapuava,-25.39048,-51.46541,BR,150850,1090
1001978,Guarapari,-20.67182,-40.50196,BR,100925,1
1001979,Guaranesia,-21.29917,-46.8025,BR,17437,782
1001980,Guaramirim,-26.47306,-49.00278,BR,21422,34
1001981,Guara,-20.42833,-47.82417,BR,18263,575
1001982,Guapore,-28.84556,-51.89028,BR,20050,482
1001983,Guapimirim,-22.53722,-42.98194,BR,31202,33
1001984,Guanhaes,-18.775,-42.9325,BR,23727,773
1001985,Guanambi,-14.22333,-42.78139,BR,58877,531
1001986,Guaira,-20.31833,-48.31056,BR,34092,516
1001987,Guacui,-20.77556,-41.67944,BR,19786,597
1001988,Gravatai,-29.94218,-50.99278,BR,238778,41
1001989,Governador Valadares,-18.85111,-41.94944,BR,250878,169
1001990,Goiatuba,-18.0125,-49.35472,BR,25925,768
1001991,Goias,-15.93444,-50.14028,BR,19098,496
1001992,Goianira,-16.49611,-49.42639,BR,22822,760
1001993,Goiania,-16.67861,-49.25389,BR,1171195,766
1001994,Goianesia,-15.3175,-49.1175,BR,47883,649
1001995,Gaspar,-26.93139,-48.95889,BR,33658,12
1001996,Garibaldi,-29.25611,-51.53361,BR,30364,607
1001997,Garca,-22.21056,-49.65611,BR,41302,678
1001998,Gandu,-13.74389,-39.48667,BR,21565,159
1001999,Frutal,-20.02472,-48.94056,BR,40931,511
1002000,Frederico Westphalen,-27.35917,-53.39444,BR,20896,528
1002001,Franco da Rocha,-23.32167,-46.72694,BR,108858,762
1002002,Francisco Morato,-23.28167,-46.74528,BR,171790,803
1002003,Francisco Beltrao,-26.08111,-53.055,BR,57618,567
1002004,Franca,-20.53861,-47.40083,BR,305041,1002
1002005,Foz do Iguacu,-25.54778,-54.58806,BR,293523,179
1002006,Forquilhinha,-28.7475,-49.47222,BR,22998,28
1002007,Formosa,-15.53722,-47.33444,BR,81232,915
1002008,Formiga,-20.46444,-45.42639,BR,56404,841
1002009,Florianopolis,-27.59667,-48.54917,BR,412724,26
1002010,Flores da Cunha,-29.02889,-51.18167,BR,20521,748
1002011,Ferraz de Vasconcelos,-23.54083,-46.36861,BR,167900,759
1002012,Fernandopolis,-20.28389,-50.24639,BR,61931,533
1002013,Feira de Santana,-12.26667,-38.96667,BR,481911,223
1002014,Farroupilha,-29.225,-51.34778,BR,57650,773
1002015,Eunapolis,-16.3775,-39.58028,BR,114275,173
1002016,Euclides da Cunha,-10.5075,-39.01583,BR,29738,478
1002017,Estrela,-28.06111,-50.93833,BR,24200,910
1002018,Esteio,-29.86139,-51.17917,BR,84902,12
1002019,Estancia Velha,-29.64833,-51.17389,BR,40390,43
1002020,Estancia,-11.26833,-37.43833,BR,55654,54
1002021,Esplanada,-11.79611,-37.945,BR,18859,156
1002022,Espinosa,-14.92611,-42.81917,BR,17548,567
1002023,Esmeraldas,-19.7625,-44.31389,BR,103206,755
1002024,Erechim,-27.63461,-52.2754,BR,96087,790
1002025,Entre Rios,-11.94194,-38.08444,BR,27405,165
1002026,Encruzilhada do Sul,-30.54389,-52.52194,BR,17199,431
1002027,Encantado,-29.23611,-51.86972,BR,16637,73
1002028,Embu Guacu,-23.83222,-46.81139,BR,76310,766
1002029,Embu,-23.64889,-46.85222,BR,221733,784
1002030,Eloi Mendes,-21.61,-45.56528,BR,19413,910
1002031,Duque de Caxias,-22.78556,-43.31167,BR,818329,15
1002032,Dourados,-22.22111,-54.80556,BR,162202,445
1002033,Dom Pedrito,-30.98278,-54.67306,BR,36911,144
